Code,Area sqkm,Tot_P_M,Tot_P_F,Tot_P_P,R_Tot_Total,O_Tot_Total,0-9F,0-9M,10-19F,10-19M,20-29F,20-29M,30-39F,30-39M,40-49F,40-49M,50-59F,50-59M,60-69F,60-69M,70-79F,70-79M,80-89F,80-89M,90+F,90+M,Median_Tot_fam_inc_weekly,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,A,B
3802,15.4864,12322,12252,24574,1332,6207,2952,3004,3404,3694,3522,3942,3258,3114,3584,3330,4052,3808,2114,2378,1016,968,252,186,48,18,1383,301,251,104,137,1133,1264,863,1032,2126,1165,243.0,588.0
3803,8.05545,5005,5157,10162,691,2426,1308,1324,1344,1480,1612,1480,1398,1404,1442,1328,1422,1366,814,936,514,462,185,99,46,15,1217,99,72,25,40,362,414,294,371,842,518,155.0,514.0
3804,44.7793,3376,3328,6704,79,1705,700,826,1204,1286,662,758,678,584,1212,1098,1040,1074,560,668,306,316,105,54,41,18,1925,51,36,23,58,262,330,180,258,743,304,19.0,186.0
3805,27.1803,27236,27244,54480,2956,13384,8668,9380,8892,9666,6750,6806,9052,8088,9148,8902,5858,5988,3586,3390,1648,1636,366,271,78,36,1512,433,386,192,302,1704,2245,1477,1987,5482,2949,588.0,2235.0
3806,46.9484,22160,23391,45551,2778,11614,6882,7390,7110,7320,5340,5052,7456,6456,7590,7340,5038,4864,3494,3036,2184,1790,707,469,136,67,1754,530,416,218,397,1879,2621,1524,1976,4528,2462,356.0,1279.0
3807,14.3561,3404,3386,6790,323,1743,996,1060,1268,1276,620,668,970,842,1310,1258,796,836,478,534,232,250,44,39,6,4,1865,38,30,22,72,205,289,217,251,793,365,46.0,225.0
3808,35.0941,1487,1490,2977,43,840,350,422,498,496,244,278,330,268,512,482,494,484,326,316,124,166,40,28,11,3,2029,36,29,26,40,152,193,104,139,387,159,92.0,37.0
3809,27.9959,896,865,1761,108,483,220,216,254,306,350,340,248,206,254,252,218,232,136,158,36,62,10,9,0,0,1872,14,14,10,17,57,108,55,79,236,98,25.0,266.0
3810,143.351,17162,18144,35306,3415,8330,6236,6658,4566,4594,6266,5494,5952,5616,4636,4452,3228,3032,2776,2334,1526,1422,459,332,92,30,1398,175,182,76,195,765,1298,825,1291,3867,2489,585.0,1933.0
3812,102.682,1131,1138,2269,89,640,248,252,416,402,212,220,242,208,388,360,370,364,256,264,98,126,19,28,3,6,1497,10,9,4,20,51,99,54,94,309,150,19.0,31.0
3813,76.8528,574,531,1105,54,277,152,160,168,192,92,100,102,106,196,216,130,170,126,114,60,66,18,12,0,0,1541,7,6,3,3,22,47,23,42,156,58,3.0,18.0
3814,63.5607,951,967,1918,93,550,264,294,334,306,164,150,242,204,314,320,236,240,232,250,94,96,24,20,3,0,1330,10,7,3,13,32,60,43,55,234,139,13.0,48.0
3815,130.016,1450,1462,2912,144,791,410,406,432,466,204,280,358,260,492,502,388,440,324,322,182,146,52,38,17,0,1398,11,7,10,15,55,102,53,91,378,178,17.0,63.0
3816,113.76,1000,972,1972,122,557,296,252,248,314,250,256,252,242,288,268,290,304,202,230,74,78,22,25,0,3,1244,3,3,9,18,30,54,25,64,251,132,29.0,73.0
3818,344.886,5950,6139,12089,995,3336,1558,1734,1562,1676,1480,1392,1376,1258,1616,1584,1624,1498,1464,1370,952,928,253,207,70,24,1214,51,57,47,99,274,451,285,474,1497,813,135.0,429.0
3820,66.1697,6661,7413,14074,1322,3907,1846,1848,1986,2092,1600,1570,1646,1462,2012,1742,2008,1718,1696,1428,1108,994,363,215,98,19,1307,139,103,81,150,478,729,327,583,1526,901,210.0,668.0
3821,273.792,1278,1270,2548,93,771,288,300,452,374,178,238,236,214,454,414,422,424,314,376,148,160,23,21,0,7,1418,23,28,15,36,79,119,57,103,344,137,15.0,59.0
3822,81.474,525,515,1040,47,293,130,164,166,164,108,86,114,124,174,152,148,162,114,114,48,72,13,6,0,0,1393,5,6,3,12,22,37,27,47,118,59,5.0,20.0
3823,146.345,883,901,1784,102,547,192,212,258,246,200,194,212,172,230,240,306,272,224,260,128,112,23,28,4,0,1358,9,11,5,14,51,91,52,83,209,108,16.0,48.0
3824,234.229,2282,2353,4635,337,1362,556,614,620,666,472,458,524,508,660,596,710,654,540,552,348,338,118,85,20,4,1316,28,27,20,53,111,212,112,164,576,285,31.0,168.0
3825,836.465,9935,10390,20325,2092,5735,2452,2496,2656,2858,2228,2160,2304,2040,2790,2590,2970,2996,2460,2422,1618,1492,553,363,97,44,1040,56,47,46,113,320,562,406,584,2704,1318,600.0,1427.0
3831,186.445,724,727,1451,85,422,158,184,198,256,76,92,176,134,214,224,246,224,186,194,118,116,33,13,7,0,1263,8,8,8,18,42,78,40,63,163,82,26.0,27.0
3832,41.6557,214,201,415,14,135,48,36,48,60,30,36,42,24,54,46,74,90,68,90,30,36,6,3,0,3,1176,0,6,0,3,11,22,12,20,50,20,,
3833,1737.19,165,152,317,16,98,34,22,40,28,26,36,32,28,48,30,44,60,48,76,30,42,3,3,0,0,939,0,4,0,5,9,14,5,10,54,13,6.0,28.0
3835,60.8939,269,236,505,34,145,36,56,80,82,46,70,46,48,78,82,92,86,52,74,30,26,4,6,0,3,1294,3,4,0,3,13,25,3,14,54,34,12.0,22.0
3840,275.504,8196,8421,16617,1911,4428,1962,2138,2172,2324,2148,2038,1832,1642,2300,2234,2196,2240,1874,1906,1346,1184,422,304,84,39,1012,68,57,52,89,277,455,312,366,1950,1009,654.0,1700.0
3842,21.4796,2446,2497,4943,500,1179,562,662,738,672,978,900,540,594,558,500,740,658,518,568,236,242,51,41,11,7,1085,58,42,16,26,158,189,109,117,555,306,200.0,238.0
3844,426.511,13363,14231,27594,2551,7477,3820,3886,3740,3832,3984,3590,3676,3500,4016,3732,3560,3456,2722,2538,1672,1498,526,321,109,27,1486,181,161,118,268,774,1242,648,875,3468,1729,747.0,1721.0
3847,864.809,1057,1110,2167,156,635,288,250,286,302,256,234,240,220,326,270,380,368,260,274,118,150,31,24,4,0,1088,4,6,4,14,23,54,49,68,275,156,42.0,70.0
3850,45.6282,6773,7486,14259,1710,3654,1894,1980,1988,2048,1896,1684,1758,1618,1992,1752,1946,1766,1472,1302,1028,844,424,247,74,28,1266,87,91,66,121,410,658,381,447,1579,889,383.0,1150.0
3851,1271.02,2955,1996,4951,238,1298,454,470,502,572,276,850,414,942,586,894,662,854,702,836,292,366,52,57,0,5,1096,13,18,8,27,70,147,100,116,606,237,166.0,177.0
3852,11.1883,75,44,119,6,15,18,0,22,26,26,86,0,6,0,18,8,14,6,6,0,0,0,0,0,0,1437,0,0,3,3,21,10,3,0,14,3,,
3854,206.412,760,747,1507,53,433,220,250,206,222,168,180,206,172,242,212,238,276,134,132,62,52,8,9,0,3,1724,3,6,4,11,32,80,21,53,242,86,4.0,32.0
3856,131.286,462,453,915,27,300,98,112,148,152,102,120,104,84,140,124,180,188,98,94,30,36,3,7,0,0,1462,0,8,0,12,22,30,17,26,147,61,7.0,11.0
3857,116.627,184,193,377,25,97,64,42,72,66,30,34,36,42,46,52,68,48,44,60,14,12,0,5,4,0,1341,4,6,0,0,9,17,8,12,40,22,2.0,10.0
3858,3990.46,1436,1450,2886,212,868,378,424,342,398,278,246,342,318,360,350,418,390,356,442,214,208,86,42,19,7,1049,0,3,10,14,37,98,44,83,340,164,41.0,134.0
3859,177.422,466,445,911,70,218,82,128,172,192,90,80,86,94,142,122,134,122,88,98,72,72,13,12,0,0,1284,4,8,3,9,14,36,11,29,95,52,5.0,18.0
3860,927.792,3404,3566,6970,559,1996,938,856,976,1080,668,710,736,702,856,816,1106,1038,888,842,528,524,176,110,42,10,1159,23,23,37,73,131,281,129,230,876,411,109.0,257.0
3862,3122.94,1557,1573,3130,151,971,412,394,424,406,250,298,346,330,416,386,548,526,422,458,228,236,42,39,8,0,1242,4,11,10,26,56,119,93,120,437,187,15.0,59.0
3864,457.428,194,199,393,17,119,56,26,48,70,30,12,40,28,66,52,70,86,46,54,22,50,7,5,0,0,1062,3,3,0,4,4,9,12,14,37,22,4.0,5.0
3865,1.31087,206,183,389,18,134,30,48,24,70,54,24,24,34,56,56,72,50,62,70,28,42,3,11,6,0,1050,0,0,3,3,7,16,8,8,36,26,,5.0
3869,74.1768,735,746,1481,59,459,180,170,248,256,144,120,146,160,250,212,272,258,126,180,96,76,15,16,0,3,1541,14,8,7,23,32,78,39,37,209,86,14.0,35.0
3870,401.556,748,777,1525,55,513,172,134,246,208,118,146,150,148,214,206,340,270,216,236,68,102,10,22,5,0,1185,14,10,11,23,41,72,35,66,214,106,33.0,29.0
3871,294.105,1438,1425,2863,134,848,318,400,396,428,234,246,286,242,410,398,454,420,402,378,206,274,52,34,20,10,1206,16,19,20,37,77,137,74,108,359,200,24.0,62.0
3873,235.293,231,212,443,31,134,46,62,42,46,40,46,60,58,58,64,82,74,68,74,24,24,3,6,0,0,1351,3,4,0,5,7,20,16,24,60,26,,10.0
3874,256.062,260,228,488,25,175,54,50,48,72,6,6,42,38,68,52,114,140,78,80,34,62,8,10,0,0,974,3,0,0,6,7,13,11,13,69,26,20.0,18.0
3875,1051.09,8021,8631,16652,1687,4642,2060,2038,2126,2386,1656,1598,1764,1578,2366,1974,2428,2168,2250,2168,1506,1466,461,293,91,40,1094,61,56,75,163,368,657,399,638,1868,1061,311.0,918.0
3878,6.86559,354,385,739,52,235,68,50,94,48,40,24,60,46,82,82,130,156,172,162,84,96,16,22,3,3,995,6,7,5,9,19,52,27,31,97,32,5.0,5.0
3880,374.115,1873,1924,3797,357,1152,258,308,306,392,190,194,296,266,404,330,550,508,846,826,580,620,169,127,40,25,906,23,29,23,35,103,156,121,154,504,182,20.0,80.0
3882,64.4615,497,458,955,43,327,80,84,90,134,66,60,76,84,130,120,170,156,170,192,102,122,13,18,3,3,967,5,7,3,4,24,32,27,33,138,77,2.0,13.0
3885,3332.12,916,870,1786,102,591,186,198,236,248,90,112,216,170,266,286,366,300,232,302,112,170,15,23,3,0,1004,5,11,3,27,35,66,51,66,241,104,11.0,43.0
3886,118.183,226,216,442,13,138,58,86,84,46,22,12,46,38,72,70,78,78,46,76,28,30,0,6,0,0,919,3,0,3,0,5,14,14,8,46,30,8.0,6.0
3887,417.305,178,163,341,22,114,44,48,26,48,26,36,26,46,64,36,60,72,48,44,26,16,3,5,0,0,1014,0,0,3,5,3,11,8,9,30,20,16.0,21.0
3888,5321.74,1861,1887,3748,362,1095,466,502,460,440,278,308,374,316,486,464,582,568,524,612,348,356,106,75,22,4,922,14,16,11,32,92,133,77,128,358,194,54.0,139.0
3889,2820.49,163,124,287,20,107,20,26,26,34,0,12,24,12,52,46,50,80,40,62,30,50,0,0,3,3,846,3,0,0,3,4,15,9,10,37,12,1.0,6.0
3890,0.994484,89,80,169,28,50,6,22,22,14,0,16,6,12,42,34,36,22,36,26,6,8,3,11,0,0,749,0,0,0,0,3,3,3,7,14,6,6.0,18.0
3891,1567.91,87,85,172,20,62,34,6,12,6,6,14,14,18,12,28,42,42,12,38,28,18,0,3,0,0,762,4,3,4,3,3,13,7,4,20,7,3.0,8.0
3892,6.40637,505,527,1032,93,365,102,84,86,98,34,66,94,82,112,98,212,168,224,244,106,110,36,31,5,0,902,11,22,9,12,38,52,33,42,134,52,16.0,21.0
3895,609.056,96,79,175,16,57,12,0,14,18,12,20,0,12,34,26,24,50,24,48,18,18,7,0,0,0,866,0,4,0,0,10,6,4,9,26,11,4.0,
3896,606.766,217,203,420,31,133,56,28,60,70,16,26,16,40,64,60,86,88,54,70,42,32,7,9,0,0,933,0,0,0,5,8,24,12,16,51,16,4.0,8.0
3898,694.115,325,303,628,74,149,68,86,58,64,96,76,76,80,76,92,96,92,78,102,48,38,6,10,0,0,1131,4,8,0,3,21,35,12,26,69,46,8.0,8.0
3900,1800.54,143,106,249,16,73,28,30,12,38,14,24,16,18,26,32,50,56,44,62,20,18,0,6,0,0,762,0,0,0,4,0,8,5,7,30,14,3.0,7.0
3902,26.4738,167,183,350,17,130,44,22,50,30,30,0,10,32,36,26,74,46,78,108,36,50,3,6,3,0,1062,0,7,0,3,8,12,5,6,49,17,1.0,3.0
3903,43.0384,327,298,625,52,207,60,66,54,52,42,46,66,60,68,60,102,124,122,152,52,72,16,10,0,0,938,4,3,0,6,9,26,17,19,90,46,6.0,14.0
3904,22.4702,615,607,1222,94,382,98,110,104,120,70,66,122,72,140,132,188,174,270,316,152,164,34,35,0,4,1076,13,11,4,16,51,70,48,61,164,74,2.0,23.0
3909,150.63,3803,3942,7745,802,2087,794,894,834,942,626,606,782,716,1010,860,1118,1082,1332,1224,808,824,222,200,67,29,954,21,32,38,49,134,246,181,250,911,479,166.0,483.0
3910,28.8443,10426,10945,21371,1301,6031,2904,2916,3416,3286,2814,2714,2922,2788,3650,3334,2872,2726,1906,1876,954,846,200,166,25,17,1597,72,71,84,175,487,852,591,862,2865,1443,162.0,701.0
3911,18.6903,1620,1651,3271,176,970,380,390,484,474,392,476,450,384,546,496,484,454,364,386,142,132,24,23,6,0,1407,7,10,11,18,82,134,74,122,455,201,24.0,140.0
3912,70.412,7143,7461,14604,766,4071,1874,1934,2150,2362,1780,1782,1754,1610,2442,2128,2152,2102,1420,1414,724,612,262,157,51,15,1489,47,64,67,96,295,539,346,592,1963,960,149.0,412.0
3913,25.5313,1644,1662,3306,173,945,388,432,526,552,376,394,398,362,536,442,510,444,358,422,156,172,32,32,6,3,1459,16,19,7,17,78,128,94,139,469,239,56.0,125.0
3915,64.856,4364,4665,9029,1298,2067,1246,1300,1120,1192,1310,1122,1076,1110,1142,1068,1118,1044,1094,938,748,660,195,133,44,14,1066,14,33,23,26,144,213,178,256,1045,688,232.0,843.0
3916,6.11122,294,292,586,22,171,38,52,56,104,30,42,30,34,78,40,108,132,98,94,56,52,34,19,12,0,1859,19,9,6,14,35,57,19,34,64,16,1.0,48.0
3918,10.7446,1702,1676,3378,136,986,418,490,534,586,348,336,452,386,558,530,452,540,350,294,152,158,40,37,3,6,1442,13,17,16,26,66,122,104,127,480,223,14.0,97.0
3919,6.51595,1444,1395,2839,227,776,402,424,326,432,398,400,392,326,452,454,414,428,266,260,104,138,17,14,0,0,1200,3,4,7,15,29,87,70,82,394,246,36.0,118.0
3920,15.4031,779,306,1085,94,0,62,86,174,532,210,712,86,126,48,82,26,18,8,0,0,0,0,0,0,0,1652,5,4,3,5,21,9,48,17,186,73,10.0,2.0
3921,170.229,57,59,116,0,44,30,6,6,18,6,6,6,6,24,16,22,30,12,16,12,24,0,0,0,0,728,3,5,0,0,7,8,10,5,11,0,,
3922,68.2514,3309,3490,6799,760,1845,710,784,676,720,550,562,758,732,846,852,988,930,1134,982,698,666,253,169,56,26,1004,48,40,34,74,215,324,217,288,871,389,100.0,273.0
3923,25.3817,337,337,674,52,220,70,58,62,78,28,38,66,58,86,72,118,128,144,144,52,72,19,9,3,3,1077,5,0,9,10,26,39,19,34,98,42,2.0,8.0
3925,10.524,1470,1545,3015,256,843,370,348,336,288,272,256,380,388,410,426,436,360,490,468,216,286,70,52,20,8,1216,17,20,16,49,109,141,82,132,454,172,88.0,87.0
3926,71.4037,1601,1697,3298,153,996,362,334,448,484,244,248,320,280,524,462,548,476,484,480,286,286,70,70,19,5,1568,46,26,22,54,206,260,136,180,345,165,11.0,57.0
3927,4.14671,711,716,1427,78,444,162,168,174,166,60,78,138,148,222,192,226,218,258,212,132,150,26,35,3,10,1703,21,29,7,27,96,111,83,73,141,55,13.0,20.0
3928,28.7408,231,238,469,26,140,48,46,82,76,26,18,36,24,74,60,90,88,76,94,34,46,3,6,0,0,1843,12,6,6,15,39,36,17,20,40,27,,6.0
3929,55.1321,443,417,860,60,234,62,104,60,76,32,48,54,48,112,100,140,158,202,176,118,124,25,19,3,7,1419,28,16,5,11,72,80,40,58,66,21,7.0,83.0
3930,23.21,8351,8897,17248,536,5142,2088,2286,2700,2686,1138,1212,1660,1316,2936,2678,2628,2354,2334,2186,1330,1300,367,289,122,53,1987,370,240,156,284,1180,1370,709,909,1421,696,50.0,387.0
3931,21.0899,10434,11988,22422,2238,6405,2684,2788,2490,2524,1990,1986,3006,2618,3274,2816,2882,2520,3298,2616,2370,1800,805,519,185,81,1358,204,195,102,231,811,1251,725,1080,2414,1380,255.0,943.0
3933,42.8782,529,499,1028,36,291,104,104,136,176,74,90,86,70,168,176,194,210,132,130,84,84,9,13,0,0,1707,18,11,3,9,46,73,38,32,124,56,12.0,30.0
3934,30.1925,8226,8861,17087,784,4866,2394,2544,2318,2480,1158,1184,2100,1822,2862,2650,2166,1948,2308,1832,1346,1284,425,305,110,49,1675,166,164,129,228,802,1040,638,858,1803,857,65.0,287.0
3936,45.0581,4406,4608,9014,991,2541,862,940,922,976,664,650,914,920,1182,1168,1190,1072,1594,1434,1094,1052,314,262,83,38,1116,59,42,45,94,277,417,265,342,1091,521,93.0,331.0
3937,67.7581,928,975,1903,78,546,236,216,246,244,96,120,146,122,318,310,342,332,328,286,156,144,33,38,8,3,1743,52,42,16,26,139,188,64,100,158,73,8.0,43.0
3938,5.61141,1239,1304,2543,171,794,186,220,216,252,200,204,240,224,336,286,444,378,506,414,290,336,82,76,13,6,1239,25,18,21,17,98,139,87,125,317,157,9.0,60.0
3939,99.4546,6422,7195,13617,1403,3983,1406,1474,1406,1444,1140,1212,1442,1278,1678,1518,1922,1600,2096,1768,1810,1492,635,472,109,57,1010,61,51,39,109,246,438,343,484,1688,892,213.0,789.0
3940,5.42352,2064,2515,4579,538,1154,410,384,366,404,400,356,390,386,404,386,456,408,630,480,820,566,442,330,136,49,843,17,5,17,20,74,106,127,147,449,272,60.0,126.0
3941,21.2473,5838,5867,11705,1062,3283,1408,1462,1150,1298,1008,982,1356,1236,1634,1576,1574,1464,1862,1732,1158,1318,254,280,37,24,1058,58,71,51,80,321,489,291,485,1505,634,118.0,678.0
3942,6.27353,1072,1089,2161,172,680,216,188,166,202,110,128,198,162,248,272,300,248,448,398,350,360,68,84,3,10,1145,20,32,9,14,98,111,85,113,292,90,12.0,103.0
3943,7.01369,699,749,1448,86,473,80,94,82,72,40,76,100,44,124,130,200,190,416,366,276,296,71,59,18,7,1189,27,11,15,18,118,114,72,89,140,64,112.0,108.0
3944,11.3272,220,226,446,24,131,26,18,6,24,24,14,20,0,18,36,70,58,158,144,100,110,11,18,3,0,2416,11,13,3,7,65,36,21,30,27,14,7.0,50.0
3945,117.251,504,463,967,52,304,100,124,84,122,74,82,84,88,160,140,180,196,122,140,76,84,20,13,3,3,1222,7,6,3,5,28,49,28,32,137,50,14.0,20.0
3950,157.445,2250,2371,4621,364,1326,536,640,656,616,406,456,476,470,636,600,698,576,580,578,366,334,153,106,41,9,1105,21,12,26,43,100,150,89,147,534,304,50.0,122.0
3951,169.208,489,444,933,38,291,112,126,106,144,40,80,106,82,130,128,174,170,134,158,54,70,10,10,6,0,1278,10,7,5,9,33,54,28,45,108,57,,12.0
3953,470.116,3500,3781,7281,636,2065,986,920,912,970,778,736,818,798,944,880,1052,978,906,898,628,524,218,131,52,17,1275,37,50,27,61,201,337,168,229,826,480,75.0,217.0
3954,36.8071,184,201,385,10,125,58,48,68,60,18,30,32,28,72,68,64,44,54,54,28,34,4,0,0,0,1433,0,5,6,6,18,26,6,12,44,23,2.0,2.0
3956,454.628,1108,1109,2217,164,709,266,222,230,256,174,176,252,212,280,286,368,352,358,382,184,234,45,40,8,8,972,18,13,9,22,57,89,49,94,307,146,31.0,70.0
3957,107.671,216,230,446,21,143,86,46,58,60,20,36,50,46,56,50,66,60,80,74,30,44,7,8,0,0,933,0,5,6,0,7,15,12,21,49,26,,2.0
3958,182.467,263,232,495,34,131,64,74,50,58,46,40,62,64,78,70,60,80,64,82,42,42,0,9,0,0,1309,3,3,0,9,14,28,12,19,60,25,,2.0
3959,151.346,500,488,988,53,303,122,118,112,146,74,42,104,100,112,132,142,144,188,184,88,104,17,13,3,3,1010,12,13,8,16,25,50,23,44,109,51,3.0,10.0
3960,829.515,1114,1173,2287,213,717,206,208,280,266,150,192,196,160,260,276,402,358,384,400,252,206,95,78,13,3,1023,24,24,13,27,84,100,58,92,270,139,9.0,42.0
3962,147.758,576,572,1148,82,379,84,96,144,138,70,86,82,92,162,154,202,178,182,210,124,134,29,32,18,0,893,4,5,0,7,19,54,34,40,145,44,5.0,18.0
3965,0.987663,93,86,179,10,74,6,6,22,0,8,20,8,14,24,28,28,14,44,52,26,44,3,7,0,0,862,0,0,0,0,3,3,5,6,26,9,4.0,13.0
3966,335.985,351,323,674,44,218,82,58,74,96,44,48,60,58,80,92,90,112,148,166,48,50,6,8,4,3,929,0,5,0,3,16,16,16,21,86,43,5.0,9.0
3971,774.276,2023,1979,4002,375,1194,314,452,470,524,302,338,316,318,552,476,682,636,604,684,388,368,135,112,30,13,946,10,15,11,22,65,137,69,97,538,216,74.0,154.0
3975,7.37961,5813,5853,11666,466,2914,2264,2314,1384,1448,1936,1644,2548,2592,1626,1740,1012,1090,454,542,212,142,89,46,46,11,1723,171,167,58,70,563,686,395,463,921,529,75.0,329.0
3976,13.3359,11893,11874,23767,1742,5297,3754,3702,3734,4178,3452,3376,3666,3574,3744,3672,2712,2834,1538,1558,798,656,162,114,14,4,1224,168,167,55,75,618,797,635,816,2045,1215,301.0,627.0
3977,180.894,33461,33963,67424,4648,17017,10820,11392,9418,9822,10666,9800,11092,11328,9812,9464,6944,7230,4980,4448,2522,2274,716,524,119,59,1424,415,382,167,303,1572,2327,1592,2388,7205,4188,869.0,2979.0
3978,85.9312,649,569,1218,73,309,128,150,168,226,134,152,110,140,208,198,214,236,108,124,42,58,11,7,3,0,1381,3,3,4,5,27,49,31,43,156,66,10.0,171.0
3979,148.619,336,330,666,40,202,82,66,88,84,54,58,60,48,94,108,140,116,90,116,40,52,6,12,0,0,1237,6,7,0,7,18,32,16,19,60,39,3.0,2.0
3980,27.862,1588,1472,3060,162,916,428,454,398,446,346,326,442,448,452,496,412,456,280,368,110,140,32,17,5,4,1441,3,9,3,16,29,66,52,109,457,207,15.0,86.0
3981,215.37,2125,2137,4262,312,1121,620,566,636,676,478,512,516,462,656,658,488,514,420,462,258,254,81,65,19,8,1321,9,5,11,18,43,110,47,122,526,258,41.0,140.0
3984,272.922,2386,2372,4758,440,1451,530,542,516,588,392,350,534,508,658,644,670,662,846,828,392,480,94,82,8,3,972,15,24,10,21,50,135,85,136,575,274,57.0,177.0
3987,57.6777,640,692,1332,47,390,170,158,234,184,140,102,192,168,214,206,212,188,142,184,60,58,10,14,0,3,1325,4,0,4,7,14,35,18,47,197,94,4.0,13.0
3988,99.0917,464,431,895,55,257,102,162,100,126,82,96,84,112,144,116,144,154,130,112,40,32,16,10,0,0,1214,3,0,0,3,13,37,17,35,104,44,4.0,12.0
3991,67.0187,205,209,414,31,128,30,40,50,66,40,24,30,30,82,64,86,72,66,80,14,30,6,3,0,0,1062,3,0,0,3,4,12,7,18,56,20,12.0,31.0
3992,49.9816,307,299,606,43,185,72,100,72,54,78,58,70,82,78,90,110,96,68,76,30,38,7,8,3,0,1174,0,6,4,4,13,22,11,20,79,38,2.0,6.0
3995,179.883,4458,4677,9135,992,2543,1074,1068,1092,1192,824,930,968,924,1170,1178,1260,1136,1254,1124,986,886,317,212,46,27,1064,27,33,31,63,195,315,182,272,1089,532,216.0,523.0
3996,127.866,2394,2565,4959,537,1389,584,642,438,352,384,428,550,562,532,514,678,668,922,780,568,490,180,154,58,21,1212,45,49,29,71,201,285,157,214,645,254,36.0,206.0
